record_id,booking_date,day_of_week,month,area,latitude,longitude,service,base_price,booking_amount,provider_id,experience_years,provider_rating,verification_status,provider_available_hours,status,request_count,completed_requests,cancelled_requests,available_workers,service_popularity_index,is_weekend,season,data_source
URB26-10383,2026-06-26,4,6,Model Town,28.7167,77.191,Cleaner,520,561,DEL-P0006,5,4.0,Pending,9,Completed,3,3,0,2,99.46,0,Summer,Enriched_Delhi_Demand_2026
URB26-10384,2026-06-26,4,6,Model Town,28.7167,77.191,Painter,1001,1094,DEL-P0013,6,4.5,Verified,8,Completed,2,2,0,2,92.09,0,Summer,Enriched_Delhi_Demand_2026
URB26-10385,2026-06-26,4,6,Pitampura,28.7033,77.1322,Electrician,298,339,DEL-P0052,4,4.8,Verified,7,Completed,3,3,0,3,93.55,0,Summer,Enriched_Delhi_Demand_2026
URB26-10386,2026-06-26,4,6,Pitampura,28.7033,77.1322,Plumber,401,441,DEL-P0043,3,4.6,Verified,10,Completed,4,4,0,1,98.67,0,Summer,Enriched_Delhi_Demand_2026
URB26-10387,2026-06-26,4,6,Pitampura,28.7033,77.1322,Carpenter,525,558,DEL-P0054,4,4.6,Verified,9,Completed,2,2,0,2,89.18,0,Summer,Enriched_Delhi_Demand_2026
URB26-10388,2026-06-26,4,6,Pitampura,28.7033,77.1322,Gardener,361,394,DEL-P0059,4,4.4,Verified,10,Completed,0,0,0,1,71.99,0,Summer,Enriched_Delhi_Demand_2026
URB26-10389,2026-06-26,4,6,Pitampura,28.7033,77.1322,AC Repair,747,828,DEL-P0053,6,4.4,Verified,8,Completed,1,1,0,3,93.32,0,Summer,Enriched_Delhi_Demand_2026
URB26-10390,2026-06-26,4,6,Pitampura,28.7033,77.1322,Appliance Repair,905,970,DEL-P0019,4,4.5,Pending,10,Completed,2,2,0,3,99.23,0,Summer,Enriched_Delhi_Demand_2026
URB26-10391,2026-06-26,4,6,Pitampura,28.7033,77.1322,Cleaner,524,564,DEL-P0035,6,4.0,Verified,9,Completed,3,3,0,4,88.4,0,Summer,Enriched_Delhi_Demand_2026
URB26-10392,2026-06-26,4,6,Pitampura,28.7033,77.1322,Painter,964,1056,DEL-P0019,8,4.5,Verified,8,Completed,0,0,0,1,92.91,0,Summer,Enriched_Delhi_Demand_2026
URB26-10393,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Electrician,300,341,DEL-P0034,4,4.5,Verified,8,Completed,2,2,0,3,99.03,0,Summer,Enriched_Delhi_Demand_2026
URB26-10394,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Plumber,407,467,DEL-P0057,5,4.6,Verified,9,Completed,5,5,0,3,102.69,0,Summer,Enriched_Delhi_Demand_2026
URB26-10395,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Carpenter,494,536,DEL-P0048,4,5.0,Verified,8,Completed,1,1,0,2,99.51,0,Summer,Enriched_Delhi_Demand_2026
URB26-10396,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Gardener,363,380,DEL-P0032,3,4.3,Verified,8,Completed,0,0,0,1,70.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-10397,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,AC Repair,771,819,DEL-P0051,6,4.7,Pending,9,Partially Completed,1,1,0,3,92.82,0,Summer,Enriched_Delhi_Demand_2026
URB26-10398,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Appliance Repair,912,965,DEL-P0028,7,4.8,Verified,10,Completed,2,2,0,3,105.74,0,Summer,Enriched_Delhi_Demand_2026
URB26-10399,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Cleaner,519,582,DEL-P0006,4,4.0,Verified,10,Completed,4,4,0,1,94.69,0,Summer,Enriched_Delhi_Demand_2026
URB26-10400,2026-06-26,4,6,Preet Vihar,28.6413,77.2953,Painter,1014,1127,DEL-P0055,6,4.6,Verified,7,Completed,0,0,0,1,95.03,0,Summer,Enriched_Delhi_Demand_2026
URB26-10401,2026-06-26,4,6,Rohini,28.7495,77.0565,Electrician,286,316,DEL-P0034,3,4.6,Verified,10,Partially Completed,2,1,0,3,92.57,0,Summer,Enriched_Delhi_Demand_2026
URB26-10402,2026-06-26,4,6,Rohini,28.7495,77.0565,Plumber,390,436,DEL-P0017,3,4.5,Pending,8,Completed,1,1,0,1,96.44,0,Summer,Enriched_Delhi_Demand_2026
URB26-10403,2026-06-26,4,6,Rohini,28.7495,77.0565,Carpenter,519,590,DEL-P0022,5,4.7,Verified,8,Completed,9,9,0,2,97.06,0,Summer,Enriched_Delhi_Demand_2026
URB26-10404,2026-06-26,4,6,Rohini,28.7495,77.0565,Gardener,365,381,DEL-P0026,1,4.5,Pending,7,Partially Completed,1,1,0,2,73.87,0,Summer,Enriched_Delhi_Demand_2026
URB26-10405,2026-06-26,4,6,Rohini,28.7495,77.0565,AC Repair,732,833,DEL-P0019,4,4.6,Verified,8,Completed,4,4,0,1,96.36,0,Summer,Enriched_Delhi_Demand_2026
URB26-10406,2026-06-26,4,6,Rohini,28.7495,77.0565,Appliance Repair,861,984,DEL-P0006,8,4.6,Pending,9,Completed,2,2,0,2,98.87,0,Summer,Enriched_Delhi_Demand_2026
URB26-10407,2026-06-26,4,6,Rohini,28.7495,77.0565,Cleaner,511,528,DEL-P0040,4,4.2,Verified,8,Completed,3,3,0,3,93.41,0,Summer,Enriched_Delhi_Demand_2026
URB26-10408,2026-06-26,4,6,Rohini,28.7495,77.0565,Painter,963,1016,DEL-P0021,6,4.9,Verified,10,Cancelled,2,0,2,2,99.36,0,Summer,Enriched_Delhi_Demand_2026
URB26-10409,2026-06-26,4,6,Saket,28.5244,77.2066,Electrician,303,336,DEL-P0019,5,4.6,Pending,8,Completed,5,5,0,3,98.68,0,Summer,Enriched_Delhi_Demand_2026
URB26-10410,2026-06-26,4,6,Saket,28.5244,77.2066,Plumber,384,397,DEL-P0030,5,4.7,Verified,7,Completed,3,3,0,1,98.47,0,Summer,Enriched_Delhi_Demand_2026
URB26-10411,2026-06-26,4,6,Saket,28.5244,77.2066,Carpenter,483,520,DEL-P0016,4,4.6,Pending,9,Completed,3,3,0,2,92.46,0,Summer,Enriched_Delhi_Demand_2026
URB26-10412,2026-06-26,4,6,Saket,28.5244,77.2066,Gardener,346,383,DEL-P0013,4,4.3,Verified,8,Completed,1,1,0,2,65.53,0,Summer,Enriched_Delhi_Demand_2026
URB26-10413,2026-06-26,4,6,Saket,28.5244,77.2066,AC Repair,748,840,DEL-P0009,5,4.4,Verified,8,Completed,4,4,0,1,95.33,0,Summer,Enriched_Delhi_Demand_2026
URB26-10414,2026-06-26,4,6,Saket,28.5244,77.2066,Appliance Repair,893,1021,DEL-P0013,7,4.6,Verified,8,Completed,4,4,0,2,93.39,0,Summer,Enriched_Delhi_Demand_2026
URB26-10415,2026-06-26,4,6,Saket,28.5244,77.2066,Cleaner,509,557,DEL-P0013,5,3.9,Verified,8,Completed,4,4,0,4,87.85,0,Summer,Enriched_Delhi_Demand_2026
URB26-10416,2026-06-26,4,6,Saket,28.5244,77.2066,Painter,994,1117,DEL-P0020,5,4.8,Pending,8,Partially Completed,2,2,0,2,99.29,0,Summer,Enriched_Delhi_Demand_2026
URB26-10417,2026-06-26,4,6,Shahdara,28.6728,77.2872,Electrician,298,324,DEL-P0018,4,4.6,Verified,7,Completed,3,3,0,3,100.34,0,Summer,Enriched_Delhi_Demand_2026
URB26-10418,2026-06-26,4,6,Shahdara,28.6728,77.2872,Plumber,388,431,DEL-P0051,5,4.8,Verified,10,Completed,3,3,0,2,99.62,0,Summer,Enriched_Delhi_Demand_2026
URB26-10419,2026-06-26,4,6,Shahdara,28.6728,77.2872,Carpenter,514,580,DEL-P0012,6,4.8,Verified,7,Completed,2,2,0,1,94.93,0,Summer,Enriched_Delhi_Demand_2026
URB26-10420,2026-06-26,4,6,Shahdara,28.6728,77.2872,Gardener,343,370,DEL-P0051,4,4.6,Verified,7,Completed,1,0,1,1,71.51,0,Summer,Enriched_Delhi_Demand_2026
URB26-10421,2026-06-26,4,6,Shahdara,28.6728,77.2872,AC Repair,732,821,DEL-P0059,5,4.6,Verified,6,Completed,2,2,0,3,90.8,0,Summer,Enriched_Delhi_Demand_2026
URB26-10422,2026-06-26,4,6,Shahdara,28.6728,77.2872,Appliance Repair,905,1027,DEL-P0026,6,4.6,Pending,9,Completed,3,3,0,3,91.36,0,Summer,Enriched_Delhi_Demand_2026
URB26-10423,2026-06-26,4,6,Shahdara,28.6728,77.2872,Cleaner,495,522,DEL-P0037,5,4.0,Verified,10,Completed,3,3,0,2,94.46,0,Summer,Enriched_Delhi_Demand_2026
URB26-10424,2026-06-26,4,6,Shahdara,28.6728,77.2872,Painter,954,1068,DEL-P0034,5,4.8,Verified,9,Completed,1,1,0,2,95.54,0,Summer,Enriched_Delhi_Demand_2026
URB26-10425,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Electrician,298,346,DEL-P0060,2,4.5,Verified,9,Completed,1,1,0,2,93.81,0,Summer,Enriched_Delhi_Demand_2026
URB26-10426,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Plumber,384,400,DEL-P0056,4,4.6,Pending,10,Completed,3,3,0,3,98.55,0,Summer,Enriched_Delhi_Demand_2026
URB26-10427,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Carpenter,474,522,DEL-P0024,3,4.8,Pending,10,Completed,1,1,0,2,97.28,0,Summer,Enriched_Delhi_Demand_2026
URB26-10428,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Gardener,347,372,DEL-P0035,4,4.2,Pending,9,Completed,2,2,0,2,74.02,0,Summer,Enriched_Delhi_Demand_2026
URB26-10429,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,AC Repair,774,828,DEL-P0059,4,4.4,Verified,9,Completed,3,3,0,1,96.68,0,Summer,Enriched_Delhi_Demand_2026
URB26-10430,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Appliance Repair,919,1053,DEL-P0021,5,4.6,Verified,12,Completed,0,0,0,1,102.37,0,Summer,Enriched_Delhi_Demand_2026
URB26-10431,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Cleaner,506,532,DEL-P0053,7,4.2,Verified,10,Completed,6,6,0,3,98.81,0,Summer,Enriched_Delhi_Demand_2026
URB26-10432,2026-06-26,4,6,Shalimar Bagh,28.7175,77.1506,Painter,1030,1099,DEL-P0031,5,4.4,Pending,9,Completed,3,3,0,3,95.49,0,Summer,Enriched_Delhi_Demand_2026
URB26-10433,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Electrician,305,330,DEL-P0052,4,4.5,Verified,5,Completed,3,3,0,2,98.94,0,Summer,Enriched_Delhi_Demand_2026
URB26-10434,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Plumber,384,440,DEL-P0011,3,4.7,Verified,8,Completed,7,7,0,3,102.34,0,Summer,Enriched_Delhi_Demand_2026
URB26-10435,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Carpenter,501,579,DEL-P0058,4,4.7,Pending,8,Partially Completed,7,5,1,2,90.56,0,Summer,Enriched_Delhi_Demand_2026
URB26-10436,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Gardener,355,366,DEL-P0035,5,4.5,Pending,9,Completed,1,1,0,1,74.95,0,Summer,Enriched_Delhi_Demand_2026
URB26-10437,2026-06-26,4,6,Uttam Nagar,28.624,77.065,AC Repair,759,843,DEL-P0014,4,4.6,Pending,9,Partially Completed,3,2,0,2,98.21,0,Summer,Enriched_Delhi_Demand_2026
URB26-10438,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Appliance Repair,932,1024,DEL-P0052,7,4.7,Verified,9,Partially Completed,1,1,0,3,97.53,0,Summer,Enriched_Delhi_Demand_2026
URB26-10439,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Cleaner,499,556,DEL-P0030,4,4.1,Verified,9,Partially Completed,3,2,0,2,96.05,0,Summer,Enriched_Delhi_Demand_2026
URB26-10440,2026-06-26,4,6,Uttam Nagar,28.624,77.065,Painter,1031,1160,DEL-P0039,5,4.4,Pending,9,Completed,1,1,0,1,92.88,0,Summer,Enriched_Delhi_Demand_2026
URB26-10441,2026-06-27,5,6,Burari,28.758,77.1945,Electrician,298,342,DEL-P0037,3,4.8,Pending,7,Completed,3,3,0,4,95.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-10442,2026-06-27,5,6,Burari,28.758,77.1945,Plumber,388,440,DEL-P0001,2,4.8,Pending,8,Completed,1,1,0,3,94.64,1,Summer,Enriched_Delhi_Demand_2026
URB26-10443,2026-06-27,5,6,Burari,28.758,77.1945,Carpenter,524,605,DEL-P0059,5,4.5,Verified,8,Completed,4,4,0,4,98.15,1,Summer,Enriched_Delhi_Demand_2026
URB26-10444,2026-06-27,5,6,Burari,28.758,77.1945,Gardener,360,387,DEL-P0060,3,4.6,Verified,9,Completed,1,1,0,4,75.99,1,Summer,Enriched_Delhi_Demand_2026
URB26-10445,2026-06-27,5,6,Burari,28.758,77.1945,AC Repair,731,818,DEL-P0050,3,4.6,Pending,8,Completed,3,3,0,3,95.94,1,Summer,Enriched_Delhi_Demand_2026
URB26-10446,2026-06-27,5,6,Burari,28.758,77.1945,Appliance Repair,946,1049,DEL-P0001,7,4.4,Verified,9,Completed,1,1,0,1,95.87,1,Summer,Enriched_Delhi_Demand_2026
URB26-10447,2026-06-27,5,6,Burari,28.758,77.1945,Cleaner,510,586,DEL-P0004,6,4.3,Pending,8,Completed,3,3,0,2,92.28,1,Summer,Enriched_Delhi_Demand_2026
URB26-10448,2026-06-27,5,6,Burari,28.758,77.1945,Painter,977,1001,DEL-P0024,3,4.6,Verified,8,Completed,2,2,0,1,92.07,1,Summer,Enriched_Delhi_Demand_2026
URB26-10449,2026-06-27,5,6,Dwarka,28.5921,77.046,Electrician,309,321,DEL-P0019,4,4.8,Verified,8,Completed,2,2,0,2,101.38,1,Summer,Enriched_Delhi_Demand_2026
URB26-10450,2026-06-27,5,6,Dwarka,28.5921,77.046,Plumber,380,416,DEL-P0042,4,4.4,Pending,8,Completed,3,3,0,1,95.01,1,Summer,Enriched_Delhi_Demand_2026
URB26-10451,2026-06-27,5,6,Dwarka,28.5921,77.046,Carpenter,525,558,DEL-P0017,5,4.6,Pending,6,Completed,1,1,0,3,102.58,1,Summer,Enriched_Delhi_Demand_2026
URB26-10452,2026-06-27,5,6,Dwarka,28.5921,77.046,Gardener,351,403,DEL-P0029,4,4.5,Verified,10,Partially Completed,1,1,0,3,81.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-10453,2026-06-27,5,6,Dwarka,28.5921,77.046,AC Repair,759,858,DEL-P0054,5,4.7,Verified,10,Completed,2,2,0,2,90.17,1,Summer,Enriched_Delhi_Demand_2026
URB26-10454,2026-06-27,5,6,Dwarka,28.5921,77.046,Appliance Repair,858,928,DEL-P0056,6,4.6,Verified,12,Completed,0,0,0,1,89.75,1,Summer,Enriched_Delhi_Demand_2026
URB26-10455,2026-06-27,5,6,Dwarka,28.5921,77.046,Cleaner,526,592,DEL-P0059,5,4.1,Pending,8,Completed,7,7,0,2,100.13,1,Summer,Enriched_Delhi_Demand_2026
URB26-10456,2026-06-27,5,6,Dwarka,28.5921,77.046,Painter,1061,1165,DEL-P0018,3,4.5,Pending,10,Completed,2,2,0,3,97.98,1,Summer,Enriched_Delhi_Demand_2026
URB26-10457,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Electrician,309,350,DEL-P0008,4,5.0,Verified,6,Completed,1,1,0,1,104.1,1,Summer,Enriched_Delhi_Demand_2026
URB26-10458,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Plumber,386,431,DEL-P0030,3,4.6,Verified,7,Completed,2,2,0,3,97.16,1,Summer,Enriched_Delhi_Demand_2026
URB26-10459,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Carpenter,499,557,DEL-P0019,4,4.6,Pending,9,Completed,4,4,0,3,91.65,1,Summer,Enriched_Delhi_Demand_2026
URB26-10460,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Gardener,354,398,DEL-P0047,5,4.5,Pending,8,Completed,0,0,0,1,73.79,1,Summer,Enriched_Delhi_Demand_2026
URB26-10461,2026-06-27,5,6,Janakpuri,28.6219,77.0878,AC Repair,740,822,DEL-P0006,7,4.9,Verified,9,Partially Completed,5,3,0,2,94.46,1,Summer,Enriched_Delhi_Demand_2026
URB26-10462,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Appliance Repair,872,908,DEL-P0029,8,4.6,Verified,9,Partially Completed,1,1,0,1,96.97,1,Summer,Enriched_Delhi_Demand_2026
URB26-10463,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Cleaner,497,509,DEL-P0043,6,4.1,Verified,10,Completed,2,2,0,2,91.76,1,Summer,Enriched_Delhi_Demand_2026
URB26-10464,2026-06-27,5,6,Janakpuri,28.6219,77.0878,Painter,1005,1104,DEL-P0013,5,4.6,Pending,10,Completed,0,0,0,2,86.21,1,Summer,Enriched_Delhi_Demand_2026
URB26-10465,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Electrician,291,322,DEL-P0022,3,4.7,Verified,9,Completed,3,3,0,4,92.87,1,Summer,Enriched_Delhi_Demand_2026
URB26-10466,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Plumber,409,433,DEL-P0051,4,4.4,Verified,8,Completed,3,3,0,1,92.45,1,Summer,Enriched_Delhi_Demand_2026
URB26-10467,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Carpenter,502,539,DEL-P0001,5,4.8,Verified,7,Completed,0,0,0,1,90.88,1,Summer,Enriched_Delhi_Demand_2026
URB26-10468,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Gardener,364,416,DEL-P0027,5,4.4,Pending,6,Completed,0,0,0,1,68.53,1,Summer,Enriched_Delhi_Demand_2026
URB26-10469,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,AC Repair,760,784,DEL-P0033,5,4.5,Verified,8,Completed,1,1,0,3,91.07,1,Summer,Enriched_Delhi_Demand_2026
URB26-10470,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Appliance Repair,927,1012,DEL-P0022,8,4.4,Verified,11,Completed,2,2,0,1,95.06,1,Summer,Enriched_Delhi_Demand_2026
URB26-10471,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Cleaner,487,507,DEL-P0052,4,4.1,Verified,7,Completed,3,3,0,3,92.8,1,Summer,Enriched_Delhi_Demand_2026
URB26-10472,2026-06-27,5,6,Karol Bagh,28.6514,77.1907,Painter,993,1020,DEL-P0033,5,4.4,Verified,9,Completed,0,0,0,1,95.63,1,Summer,Enriched_Delhi_Demand_2026
URB26-10473,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Electrician,294,334,DEL-P0057,4,4.7,Pending,6,Completed,3,3,0,2,97.41,1,Summer,Enriched_Delhi_Demand_2026
URB26-10474,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Plumber,394,412,DEL-P0025,4,4.6,Verified,7,Completed,3,3,0,3,92.52,1,Summer,Enriched_Delhi_Demand_2026
URB26-10475,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Carpenter,501,538,DEL-P0050,4,4.5,Pending,6,Completed,3,3,0,4,91.37,1,Summer,Enriched_Delhi_Demand_2026
URB26-10476,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Gardener,349,375,DEL-P0023,4,4.4,Pending,8,Completed,1,1,0,2,78.25,1,Summer,Enriched_Delhi_Demand_2026
URB26-10477,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,AC Repair,770,830,DEL-P0038,3,4.5,Verified,8,Completed,4,4,0,3,87.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-10478,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Appliance Repair,911,1055,DEL-P0035,9,4.6,Verified,10,Completed,3,3,0,2,98.32,1,Summer,Enriched_Delhi_Demand_2026
URB26-10479,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Cleaner,520,573,DEL-P0024,5,4.1,Pending,8,Cancelled,4,0,4,3,98.72,1,Summer,Enriched_Delhi_Demand_2026
URB26-10480,2026-06-27,5,6,Lajpat Nagar,28.5677,77.2433,Painter,1046,1178,DEL-P0031,5,4.6,Pending,10,Completed,1,1,0,2,98.15,1,Summer,Enriched_Delhi_Demand_2026
URB26-10481,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Electrician,310,358,DEL-P0029,2,4.7,Verified,8,Partially Completed,2,1,0,2,101.2,1,Summer,Enriched_Delhi_Demand_2026
URB26-10482,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Plumber,420,481,DEL-P0023,4,4.4,Verified,10,Completed,3,3,0,2,100.28,1,Summer,Enriched_Delhi_Demand_2026
URB26-10483,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Carpenter,517,553,DEL-P0020,6,4.7,Verified,7,Completed,2,2,0,2,86.7,1,Summer,Enriched_Delhi_Demand_2026
URB26-10484,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Gardener,368,425,DEL-P0009,3,4.6,Pending,9,Completed,1,1,0,2,72.64,1,Summer,Enriched_Delhi_Demand_2026
URB26-10485,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,AC Repair,758,866,DEL-P0033,5,4.3,Verified,8,Completed,2,2,0,2,97.16,1,Summer,Enriched_Delhi_Demand_2026
URB26-10486,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Appliance Repair,905,992,DEL-P0004,5,4.6,Pending,10,Completed,0,0,0,1,98.43,1,Summer,Enriched_Delhi_Demand_2026
URB26-10487,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Cleaner,497,572,DEL-P0034,7,4.3,Pending,10,Completed,5,5,0,4,94.92,1,Summer,Enriched_Delhi_Demand_2026
URB26-10488,2026-06-27,5,6,Malviya Nagar,28.5286,77.196,Painter,1033,1077,DEL-P0038,5,4.6,Verified,8,Completed,1,1,0,1,96.71,1,Summer,Enriched_Delhi_Demand_2026
URB26-10489,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Electrician,303,322,DEL-P0021,2,4.2,Verified,6,Completed,7,7,0,2,103.2,1,Summer,Enriched_Delhi_Demand_2026
URB26-10490,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Plumber,401,437,DEL-P0033,5,4.7,Pending,9,Completed,2,2,0,2,98.97,1,Summer,Enriched_Delhi_Demand_2026
URB26-10491,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Carpenter,514,579,DEL-P0056,4,4.7,Verified,8,Completed,2,1,1,2,84.16,1,Summer,Enriched_Delhi_Demand_2026
URB26-10492,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Gardener,359,385,DEL-P0054,5,4.5,Verified,10,Completed,1,1,0,3,72.52,1,Summer,Enriched_Delhi_Demand_2026
URB26-10493,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,AC Repair,747,772,DEL-P0057,5,4.4,Verified,9,Completed,7,7,0,5,98.38,1,Summer,Enriched_Delhi_Demand_2026
URB26-10494,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Appliance Repair,855,929,DEL-P0047,7,4.8,Verified,10,Completed,1,1,0,2,96.98,1,Summer,Enriched_Delhi_Demand_2026
URB26-10495,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Cleaner,488,499,DEL-P0006,5,4.2,Verified,10,Completed,4,4,0,2,94.77,1,Summer,Enriched_Delhi_Demand_2026
URB26-10496,2026-06-27,5,6,Mayur Vihar,28.6048,77.2894,Painter,961,1108,DEL-P0038,7,4.8,Pending,9,Completed,2,2,0,3,90.08,1,Summer,Enriched_Delhi_Demand_2026
URB26-10497,2026-06-27,5,6,Model Town,28.7167,77.191,Electrician,302,332,DEL-P0052,5,4.4,Verified,9,Completed,2,2,0,3,94.4,1,Summer,Enriched_Delhi_Demand_2026
URB26-10498,2026-06-27,5,6,Model Town,28.7167,77.191,Plumber,397,454,DEL-P0044,4,4.6,Pending,8,Completed,7,7,0,3,100.93,1,Summer,Enriched_Delhi_Demand_2026
URB26-10499,2026-06-27,5,6,Model Town,28.7167,77.191,Carpenter,511,576,DEL-P0029,5,4.7,Verified,7,Completed,5,5,0,2,92.6,1,Summer,Enriched_Delhi_Demand_2026
URB26-10500,2026-06-27,5,6,Model Town,28.7167,77.191,Gardener,344,396,DEL-P0054,2,4.3,Verified,9,Completed,0,0,0,1,73.49,1,Summer,Enriched_Delhi_Demand_2026
URB26-10501,2026-06-27,5,6,Model Town,28.7167,77.191,AC Repair,741,775,DEL-P0052,4,4.5,Verified,9,Completed,3,3,0,1,92.71,1,Summer,Enriched_Delhi_Demand_2026
URB26-10502,2026-06-27,5,6,Model Town,28.7167,77.191,Appliance Repair,942,1070,DEL-P0003,7,4.7,Pending,8,Completed,2,2,0,2,104.45,1,Summer,Enriched_Delhi_Demand_2026
URB26-10503,2026-06-27,5,6,Model Town,28.7167,77.191,Cleaner,478,546,DEL-P0030,4,4.0,Pending,8,Completed,5,5,0,4,94.45,1,Summer,Enriched_Delhi_Demand_2026
URB26-10504,2026-06-27,5,6,Model Town,28.7167,77.191,Painter,1003,1137,DEL-P0018,5,4.6,Verified,9,Completed,0,0,0,1,87.31,1,Summer,Enriched_Delhi_Demand_2026
URB26-10505,2026-06-27,5,6,Pitampura,28.7033,77.1322,Electrician,313,343,DEL-P0034,3,4.6,Verified,7,Completed,5,5,0,2,101.29,1,Summer,Enriched_Delhi_Demand_2026
URB26-10506,2026-06-27,5,6,Pitampura,28.7033,77.1322,Plumber,398,438,DEL-P0032,4,4.4,Verified,7,Completed,2,2,0,1,97.88,1,Summer,Enriched_Delhi_Demand_2026
URB26-10507,2026-06-27,5,6,Pitampura,28.7033,77.1322,Carpenter,496,523,DEL-P0038,3,4.4,Verified,8,Completed,2,2,0,2,93.47,1,Summer,Enriched_Delhi_Demand_2026
URB26-10508,2026-06-27,5,6,Pitampura,28.7033,77.1322,Gardener,354,380,DEL-P0047,3,4.4,Pending,7,Cancelled,1,0,1,2,75.44,1,Summer,Enriched_Delhi_Demand_2026
URB26-10509,2026-06-27,5,6,Pitampura,28.7033,77.1322,AC Repair,749,857,DEL-P0055,3,4.6,Pending,9,Completed,4,4,0,2,92.3,1,Summer,Enriched_Delhi_Demand_2026
URB26-10510,2026-06-27,5,6,Pitampura,28.7033,77.1322,Appliance Repair,883,970,DEL-P0034,7,4.6,Verified,8,Completed,2,2,0,1,101.57,1,Summer,Enriched_Delhi_Demand_2026
URB26-10511,2026-06-27,5,6,Pitampura,28.7033,77.1322,Cleaner,524,591,DEL-P0051,5,3.9,Pending,9,Completed,4,4,0,1,90.19,1,Summer,Enriched_Delhi_Demand_2026
URB26-10512,2026-06-27,5,6,Pitampura,28.7033,77.1322,Painter,989,1044,DEL-P0017,4,4.6,Pending,9,Completed,2,2,0,1,97.47,1,Summer,Enriched_Delhi_Demand_2026
URB26-10513,2026-06-27,5,6,Preet Vihar,28.6413,77.2953,Electrician,308,350,DEL-P0026,3,4.8,Pending,11,Completed,4,4,0,1,97.0,1,Summer,Enriched_Delhi_Demand_2026
URB26-10514,2026-06-27,5,6,Preet Vihar,28.6413,77.2953,Plumber,421,473,DEL-P0023,4,4.5,Pending,7,Completed,3,3,0,1,103.73,1,Summer,Enriched_Delhi_Demand_2026
URB26-10515,2026-06-27,5,6,Preet Vihar,28.6413,77.2953,Carpenter,497,527,DEL-P0051,3,4.5,Verified,7,Partially Completed,3,2,0,4,90.98,1,Summer,Enriched_Delhi_Demand_2026
